currTime,TotalEnergyConsumption,TotalEnvCost
1799743,3315570,1326090
1800104,3316230,1326175
1800322,3316620,1326255
1800581,3317085,1326345
1802174,3319900,1326910
1802867,3321125,1327155
1803204,3321725,1327275
1805090,3325030,1327935
1806431,3327380,1328405
1807226,3328775,1328685
1807951,3330055,1328940
1808723,3331415,1329215
1812420,3337900,1330510
1813136,3339160,1330760
1813442,3339700,1330870
1816834,3345635,1332055
1818071,3347805,1332490
1819116,3349640,1332860
1819612,3350510,1333030
1820305,3351730,1333275
1820409,3351915,1333315
1820474,3352030,1333335
1821165,3353250,1333580
1821245,3353395,1333610
1822677,3355920,1334115
1822901,3356315,1334195
1823192,3356835,1334295
1823492,3357365,1334405
1825392,3360700,1335070
1825959,3361700,1335270
1826758,3363115,1335555
1827326,3364110,1335750
1827396,3364235,1335775
1829569,3368055,1336540
1834201,3376160,1338160
1834469,3376635,1338255
1835172,3377875,1338505
1835262,3378035,1338535
1835502,3378460,1338620
1836528,3380270,1338985
1837723,3382380,1339405
1837744,3382420,1339415
1838118,3383090,1339550
1839350,3385260,1339980
1840720,3387670,1340465
1840760,3387740,1340480
1841535,3389110,1340750
1842839,3391405,1341210
1844311,3393990,1341730
1845052,3395290,1341985
1845185,3395520,1342035
1846072,3397090,1342350
1846531,3397905,1342510
1847213,3399110,1342750
1851535,3406680,1344265
1851888,3407300,1344390
1852016,3407530,1344435
1852331,3408085,1344545
1853258,3409730,1344875
1853396,3409975,1344925
1854106,3411225,1345175
1857315,3416850,1346300
1857642,3417430,1346415
1858221,3418455,1346620
1860893,3423145,1347560
1864378,3429250,1348780
1864899,3430170,1348965
1865038,3430415,1349015
1866447,3432900,1349510
1868148,3435895,1350110
1868452,3436430,1350215
1870023,3439190,1350770
1870957,3440830,1351095
1871394,3441600,1351250
1871603,3441970,1351325
1873853,3445940,1352120
1874182,3446520,1352235
1874241,3446625,1352255
1875985,3449695,1352870
1878327,3453795,1353690
1880389,3457410,1354410
1880773,3458085,1354545
1881262,3458950,1354720
1884864,3465260,1355980
1886697,3468470,1356625
1887708,3470250,1356980
1888892,3472325,1357395
1890513,3475165,1357965
1892358,3478400,1358610
1892730,3479055,1358740
1895192,3483365,1359605
1895829,3484485,1359825
1896165,3485080,1359945
1897317,3487105,1360350
1898394,3488995,1360730
1898946,3489965,1360925
1899761,3491395,1361210
1899851,3491555,1361240
1900128,3492045,1361340
1900727,3493115,1361555
1903657,3498285,1362585
1904385,3499560,1362840
1905166,3500930,1363115
1905526,3501565,1363245
1905810,3502065,1363345
1906904,3503990,1363730
1906919,3504015,1363735
1908101,3506090,1364150
1908108,3506105,1364150
1908300,3506445,1364220
1911393,3511885,1365305
1912498,3513835,1365695
1912841,3514440,1365820
1912906,3514555,1365840
1913083,3514870,1365905
1915087,3518405,1366610
1916471,3520830,1367095
1919368,3525915,1368115
1920486,3527885,1368505
1922526,3531470,1369225
1923552,3533270,1369585
1923728,3533580,1369645
1923916,3533910,1369710
1925809,3537230,1370375
1926138,3537810,1370490
1926234,3537980,1370525
1926424,3538320,1370595
1927821,3540785,1371085
1928052,3541195,1371170
1929615,3543940,1371720
1932879,3549660,1372860
1934410,3552345,1373400
1934541,3552575,1373445
1935934,3555025,1373935
1936959,3556825,1374295
1937503,3557780,1374485
1938051,3558745,1374680
1940034,3562220,1375375
1940819,3563605,1375650
1940892,3563730,1375675
1942398,3566380,1376205
1943647,3568570,1376645
1944366,3569830,1376895
1945068,3571070,1377145
1945095,3571115,1377155
1945271,3571430,1377215
1945782,3572335,1377395
1946290,3573230,1377575
1946445,3573505,1377630
1947227,3574890,1377910
1947677,3575685,1378065
1949768,3579360,1378800
1951280,3582010,1379330
1951403,3582230,1379375
1951706,3582770,1379485
1952474,3584140,1379760
1952986,3585055,1379940
1953303,3585625,1380055
1954449,3587660,1380460
1954988,3588610,1380650
1955917,3590240,1380980
1956938,3592030,1381335
1958225,3594285,1381785
1958816,3595325,1381995
1960176,3597710,1382470
1961134,3599385,1382805
1963238,3603080,1383545
1963565,3603660,1383660
1964141,3604685,1383865
1966469,3608775,1384685
1968606,3612520,1385435
1972446,3619265,1386785
1972520,3619395,1386810
1973086,3620395,1387010
1973832,3621705,1387270
1975343,3624360,1387800
1976671,3626695,1388270
1977575,3628280,1388585
1980049,3632615,1389455
1980249,3632965,1389525
1980981,3634265,1389785
1983121,3638030,1390535
1984354,3640195,1390970
1986061,3643200,1391570
1986606,3644160,1391760
1986652,3644240,1391780
1987028,3644910,1391910
1987031,3644920,1391915
1987600,3645935,1392115
1988338,3647230,1392375
1992499,3654515,1393835
1993184,3655715,1394075
1994566,3658135,1394555
1994880,3658690,1394670
1995059,3659005,1394730
1997510,3663300,1395590
1997722,3663675,1395665
1998042,3664240,1395780
1998395,3664865,1395905
1998762,3665515,1396035
1999182,3666265,1396185
2000775,3669065,1396745
2001989,3671195,1397170
2003255,3673415,1397615
2006176,3678530,1398635
2006179,3678535,1398635
2008425,3682480,1399425
2008514,3682635,1399455
2009003,3683505,1399630
2010961,3686945,1400320
2011007,3687025,1400335
2011924,3688640,1400660
2012164,3689065,1400745
2012337,3689375,1400805
2012381,3689455,1400820
2013263,3691020,1401135
2014606,3693390,1401610
2014947,3693995,1401730
2016505,3696750,1402280
2016683,3697065,1402345
2018824,3700830,1403095
2020013,3702915,1403515
2020151,3703155,1403560
2020607,3703960,1403720
2021195,3704995,1403930
2021433,3705415,1404015
2023993,3709910,1404910
2030646,3721570,1407245
2030688,3721645,1407260
2030966,3722140,1407360
2031514,3723105,1407550
2031965,3723900,1407710
2034329,3728045,1408540
2034787,3728855,1408700
2035034,3729290,1408790
2035096,3729400,1408810
2036437,3731750,1409280
2036708,3732230,1409375
2037578,3733760,1409680
2037969,3734450,1409820
2039167,3736570,1410245
2040249,3738475,1410625
2040305,3738575,1410645
2042390,3742230,1411375
2043174,3743610,1411650
2043816,3744740,1411880
2045032,3746880,1412305
2049236,3754250,1413780
2050760,3756935,1414315
2051089,3757520,1414435
2051489,3758225,1414575
2051936,3759010,1414730
2052698,3760355,1415000
2053059,3760995,1415130
2053710,3762150,1415360
2054794,3764055,1415740
2055729,3765695,1416070
2056350,3766785,1416285
2058974,3771380,1417205
2060483,3774020,1417735
2060560,3774155,1417760
2061132,3775170,1417965
2062518,3777605,1418450
2063544,3779405,1418810
2063977,3780170,1418965
2065385,3782655,1419460
2067658,3786635,1420255
2067774,3786840,1420300
2068508,3788135,1420555
2068568,3788245,1420580
2069365,3789645,1420860
2070137,3791000,1421130
2070487,3791615,1421255
2070943,3792420,1421415
2071287,3793035,1421535
2073275,3796535,1422235
2074462,3798615,1422655
2075835,3801020,1423135
2076363,3801945,1423320
2077072,3803195,1423570
2077149,3803335,1423595
2079837,3808055,1424540
2080260,3808800,1424690
2080380,3809010,1424730
2081948,3811765,1425285
2082402,3812570,1425445
2083131,3813845,1425700
2087194,3820960,1427120
2087560,3821605,1427250
2089179,3824455,1427820
2089728,3825420,1428015
2090052,3825995,1428130
2090095,3826070,1428145
2093003,3831190,1429170
2093006,3831195,1429170
2093385,3831865,1429305
2095244,3835125,1429955
2096373,3837105,1430350
2098974,3841660,1431260
2101493,3846070,1432145
2101845,3846690,1432270
2102108,3847155,1432360
2102699,3848200,1432570
2103393,3849415,1432815
2104413,3851205,1433170
2104622,3851575,1433245
2104717,3851745,1433280
2105655,3853400,1433610
2106106,3854195,1433770
2106582,3855030,1433935
2107073,3855900,1434110
2109035,3859350,1434800
2112789,3865920,1436115
2114235,3868455,1436620
2114678,3869235,1436775
2115601,3870850,1437100
2116998,3873320,1437595
2117007,3873335,1437595
2117543,3874290,1437790
2117984,3875070,1437945
2118808,3876520,1438235
2120804,3880030,1438935
2122186,3882465,1439425
2124383,3886310,1440190
2124584,3886665,1440265
2125464,3888225,1440575
2125601,3888470,1440625
2128373,3893325,1441595
2129645,3895560,1442040
2130206,3896545,1442240
2130777,3897545,1442440
2132747,3901015,1443135
2136016,3906740,1444280
2137817,3909895,1444910
2137859,3909970,1444925
2137906,3910050,1444940
2139094,3912160,1445360
2139241,3912420,1445415
2139806,3913415,1445610
2140864,3915270,1445985
2141016,3915540,1446035
2142120,3917480,1446425
2142396,3917965,1446525
2142651,3918420,1446615
2144242,3921215,1447175
2145811,3923970,1447725
2145913,3924150,1447760
2148405,3928515,1448635
2148437,3928570,1448645
2150160,3931590,1449250
2150573,3932320,1449395
2151167,3933370,1449605
2153352,3937195,1450370
2156491,3942690,1451470
2158570,3946330,1452195
2159395,3947785,1452485
2160046,3948945,1452720
2160240,3949290,1452790
2160285,3949370,1452805
2161162,3950925,1453115
2161798,3952045,1453340
2162848,3953885,1453705
2163471,3954980,1453925
2164803,3957315,1454390
2170933,3968055,1456540
2171605,3969235,1456775
2172140,3970175,1456965
2172313,3970480,1457025
2172747,3971245,1457180
2173981,3973410,1457610
2174400,3974150,1457760
2174486,3974300,1457790
2175572,3976210,1458170
2179082,3982390,1459410
2179948,3983910,1459710
2180303,3984540,1459840
2181336,3986355,1460200
2181499,3986645,1460260
2181913,3987375,1460405
2181955,3987450,1460420
2182374,3988190,1460570
2185371,3993435,1461615
2186088,3994700,1461870
2186818,3995985,1462125
2187714,3997565,1462445
2188705,3999305,1462790
2189833,4001295,1463190
2191122,4003555,1463640
2192268,4005570,1464045
2193153,4007130,1464355
2193306,4007400,1464410
2194715,4009870,1464905
2195365,4011010,1465130
2197087,4014030,1465735
2198212,4016000,1466130
2199254,4017840,1466500
2201889,4022490,1467430
2202291,4023200,1467570
2204474,4027045,1468340
2206113,4029915,1468915
2207021,4031510,1469230
2207430,4032230,1469375
2207486,4032330,1469395
2207896,4033070,1469545
2208561,4034255,1469780
2209502,4035940,1470120
2209993,4036805,1470290
2210043,4036895,1470310
2210087,4036975,1470325
2210746,4038150,1470560
2211445,4039390,1470810
2212355,4041000,1471130
2214071,4044020,1471735
2217115,4049360,1472800
2217144,4049410,1472810
2217289,4049670,1472865
2219002,4052685,1473465
2223870,4061205,1475170
2227285,4067185,1476365
2230608,4073005,1477530
2230684,4073140,1477560
2231414,4074420,1477815
2232179,4075760,1478080
2232202,4075800,1478090
2232888,4077015,1478335
2233637,4078330,1478595
2235396,4081415,1479215
2236340,4083070,1479545
2237076,4084370,1479805
2238423,4086730,1480275
2239678,4088935,1480715
2240414,4090230,1480975
2240978,4091220,1481175
2241839,4092735,1481475
2244224,4096915,1482315
2245646,4099415,1482815
2246992,4101775,1483285
2247787,4103170,1483565
2247954,4103465,1483625
2248236,4103965,1483725
2248574,4104565,1483845
2248644,4104690,1483870
2253250,4112765,1485485
2253663,4113495,1485630
2253770,4113685,1485665
2254275,4114580,1485845
2254809,4115530,1486035
2255816,4117310,1486390
2256245,4118070,1486545
2257801,4120800,1487090
2258127,4121375,1487205
2258735,4122440,1487420
2262399,4128855,1488700
2262442,4128930,1488715
2262496,4129030,1488735
2263046,4130010,1488930
2265218,4133815,1489695
2265839,4134910,1489910
2270467,4143010,1491530
2273059,4147550,1492440
2274403,4149910,1492910
2276069,4152830,1493495
2276804,4154120,1493755
2278163,4156510,1494230
2278954,4157905,1494510
2279019,4158020,1494535
2279027,4158035,1494535
2281338,4162135,1495355
2282048,4163385,1495605
2283631,4166175,1496165
2284984,4168560,1496640
2286308,4170890,1497110
2287102,4172285,1497385
2288323,4174430,1497815
2288650,4175010,1497930
2289137,4175865,1498105
2289302,4176160,1498160
2289542,4176585,1498245
2292286,4181400,1499210
2292684,4182095,1499350
2292833,4182360,1499400
2293071,4182785,1499485
2293565,4183670,1499665
2293718,4183945,1499720
2293735,4183975,1499725
2295985,4187935,1500515
2301955,4198415,1502615
2302899,4200080,1502945
2303805,4201675,1503265
2304013,4202040,1503340
2304729,4203310,1503590
2305063,4203895,1503710
2305650,4204925,1503915
2306527,4206465,1504225
2307185,4207625,1504455
2309463,4211625,1505255
2310821,4214005,1505730
2311032,4214380,1505805
2312026,4216125,1506155
2312887,4217635,1506455
2316526,4224010,1507730
2317362,4225490,1508025
2317375,4225510,1508030
2317972,4226575,1508245
2319305,4228920,1508715
2319723,4229655,1508860
2321183,4232220,1509375
2321436,4232665,1509465
2323285,4235905,1510110
2324875,4238690,1510670
2325968,4240610,1511050
2326594,4241715,1511275
2327566,4243420,1511615
2328208,4244555,1511840
2329152,4246220,1512175
2330233,4248125,1512555
2330402,4248425,1512615
2331106,4249665,1512865
2332119,4251470,1513225
2333511,4253930,1513715
2335806,4257960,1514520
2336817,4259735,1514875
2338154,4262075,1515345
2339194,4263905,1515710
2341072,4267195,1516370
2341089,4267225,1516375
2341400,4267780,1516485
2341665,4268255,1516580
2341768,4268440,1516620
2342605,4269940,1516920
2343072,4270765,1517085
2344176,4272715,1517475
2344538,4273355,1517600
2344769,4273760,1517680
2344997,4274160,1517760
2345220,4274555,1517840
2345334,4274760,1517880
2345951,4275850,1518100
2346409,4276660,1518260
2346988,4277675,1518465
2347309,4278240,1518580
2349195,4281565,1519245
2349536,4282175,1519365
2352360,4287140,1520360
2353758,4289590,1520850
2353892,4289830,1520895
2355545,4292725,1521475
2355568,4292765,1521485
2356134,4293775,1521685
2357715,4296565,1522245
2358325,4297635,1522455
2358513,4297965,1522525
2360584,4301605,1523250
2361047,4302425,1523415
2361698,4303565,1523645
2363605,4306905,1524310
2364848,4309085,1524745
2366096,4311270,1525185
2367379,4313535,1525635
2367902,4314460,1525820
2370137,4318385,1526605
2370367,4318790,1526690
2370437,4318915,1526715
2371561,4320915,1527115
2371908,4321530,1527235
2373766,4324800,1527890
2373818,4324890,1527910
2374016,4325240,1527980
2374988,4326970,1528325
2375220,4327380,1528405
2377072,4330620,1529055
2377314,4331050,1529140
2379293,4334535,1529835
2383872,4342560,1531440
2384988,4344520,1531835
2386399,4346995,1532330
2388031,4349875,1532905
2388167,4350115,1532955
2388376,4350490,1533030
2388421,4350570,1533045
2389098,4351770,1533285
2390313,4353905,1533710
2390486,4354210,1533770
2391890,4356670,1534265
2392908,4358460,1534620
2393801,4360030,1534935
2394060,4360490,1535030
2398107,4367595,1536450
2398471,4368235,1536575
2398971,4369115,1536755
2399341,4369770,1536885
2401053,4372775,1537485
2401378,4373350,1537600
2402009,4374465,1537825
2402572,4375455,1538020
2402592,4375490,1538030
2403990,4377965,1538525
2405635,4380855,1539100
2406708,4382735,1539475
2406994,4383235,1539575
2407047,4383330,1539595
2407369,4383905,1539710
2409752,4388110,1540550
2410585,4389580,1540845
2410750,4389870,1540905
2410858,4390065,1540945
2411042,4390395,1541010
2411304,4390870,1541105
2413728,4395135,1541955
2414829,4397075,1542345
2416594,4400175,1542965
2417329,4401465,1543225
2419191,4404740,1543880
2419860,4405920,1544115
2420387,4406855,1544300
2420480,4407020,1544335
2420887,4407750,1544480
2423090,4411635,1545255
2423230,4411885,1545305
2423896,4413060,1545540
2424004,4413250,1545580
2424140,4413490,1545630
2424478,4414095,1545750
2425674,4416205,1546170
2426863,4418285,1546585
2428292,4420795,1547090
2428919,4421900,1547310
2429030,4422100,1547350
2430074,4423940,1547720
2431621,4426650,1548260
2431757,4426890,1548310
2434765,4432160,1549360
2436600,4435380,1550005
2437364,4436730,1550275
2437431,4436850,1550300
2437838,4437580,1550445
